date	SP500	SPDIV	USRF	AAPL	FRCB	PG	USDMXN
31/12/2004	1199.21	19.44	2.19	1.15		55.08	11.147
31/01/2005	1181.41	19.70333333	2.33	1.373		53.23	11.187
28/02/2005	1199.63	19.96666667	2.54	1.602		53.09	11.0914
31/03/2005	1194.9	20.23	2.74	1.488		53	11.1703
30/04/2005	1164.43	20.46333333	2.78	1.288		54.15	11.0477
31/05/2005	1178.28	20.69666667	2.84	1.42		55.15	10.879
30/06/2005	1202.25	20.93	2.97	1.315		52.75	10.749
31/07/2005	1222.24	21.11	3.22	1.523		55.63	10.5949
31/08/2005	1224.27	21.29	3.44	1.675		55.48	10.7512
30/09/2005	1225.92	21.47	3.42	1.915		59.46	10.759
31/10/2005	1191.96	21.72	3.71	2.057		55.99	10.787
30/11/2005	1237.37	21.97	3.88	2.422		57.19	10.558
31/12/2005	1262.07	22.22	3.89	2.568		57.88	10.635
31/01/2006	1278.73	22.40666667	4.24	2.697		59.23	10.4498
28/02/2006	1276.65	22.59333333	4.43	2.446		59.93	10.4883
31/03/2006	1293.74	22.78	4.51	2.24		57.63	10.874
30/04/2006	1302.17	23	4.6	2.514		58.21	11.0613
31/05/2006	1290.01	23.22	4.72	2.135		54.25	11.3373
30/06/2006	1253.17	23.44	4.79	2.045		55.6	11.3463
31/07/2006	1260.24	23.66	4.95	2.427		56.2	10.9656
31/08/2006	1287.15	23.88	4.96	2.423		61.9	10.9128
30/09/2006	1317.74	24.1	4.81	2.749		61.98	10.985
31/10/2006	1363.38	24.36	4.92	2.896		63.39	10.7733
30/11/2006	1388.64	24.62	4.94	3.274		62.79	10.9823
31/12/2006	1416.42	24.88	4.85	3.03		64.27	10.8033
31/01/2007	1424.16	25.08333333	4.98	3.062		64.87	11.0242
28/02/2007	1444.8	25.28666667	5.03	3.022		63.49	11.1619
31/03/2007	1406.95	25.49	4.94	3.318		63.16	11.0494
30/04/2007	1463.64	25.71666667	4.87	3.564		64.4	10.9658
31/05/2007	1511.14	25.94333333	4.73	4.328		63.55	10.7416
30/06/2007	1514.19	26.17	4.61	4.359		61.19	10.8084
31/07/2007	1520.71	26.44	4.82	4.706		61.86	10.986
31/08/2007	1454.62	26.71	4.2	4.946		65.31	11.0303
30/09/2007	1497.12	26.98	3.89	5.481		70.34	10.9355
31/10/2007	1539.66	27.23	3.9	6.784		69.52	10.6542
30/11/2007	1463.39	27.48	3.27	6.508		74	10.9202
31/12/2007	1479.22	27.73	3	7.074		73.42	10.8988
31/01/2008	1378.76	27.92	2.75	4.834		65.42	10.8272
29/02/2008	1354.87	28.11	2.12	4.465		66.18	10.7136
31/03/2008	1316.94	28.3	1.26	5.125		70.07	10.6421
30/04/2008	1370.47	28.43666667	1.29	6.212		67.05	10.486
31/05/2008	1403.22	28.57333333	1.73	6.741		66.05	10.33
30/06/2008	1341.25	28.71	1.86	5.98		60.81	10.3098
31/07/2008	1257.33	28.75666667	1.63	5.677		65.48	10.0368
31/08/2008	1281.47	28.80333333	1.72	6.055		69.77	10.287
30/09/2008	1216.95	28.85	1.13	4.059		69.69	10.9378
31/10/2008	968.8	28.69666667	0.67	3.843		64.54	12.8259
30/11/2008	883.04	28.54333333	0.19	3.31		64.35	13.4647
31/12/2008	877.56	28.39	0.03	3.048		61.82	13.6733
31/01/2009	865.58	28.01333333	0.13	3.219		54.5	14.3333
28/02/2009	805.23	27.63666667	0.3	3.19		48.17	15.255
31/03/2009	757.13	27.26	0.21	3.754		47.09	14.1722
30/04/2009	848.15	26.70333333	0.16	4.494		49.44	13.8408
31/05/2009	902.41	26.14666667	0.18	4.85		51.94	13.1506
30/06/2009	926.12	25.59	0.18	5.087		51.1	13.185
31/07/2009	935.82	25.02666667	0.18	5.835		55.51	13.1917
31/08/2009	1009.73	24.46333333	0.17	6.008		54.11	13.3633
30/09/2009	1044.55	23.9	0.12	6.62		57.92	13.5115
31/10/2009	1067.66	23.40333333	0.07	6.732		58	13.1977
30/11/2009	1088.07	22.90666667	0.05	7.14		62.35	12.9342
31/12/2009	1110.38	22.41	0.05	7.526		60.63	13.0914
31/01/2010	1123.58	22.24	0.06	6.859		61.55	13.095
28/02/2010	1089.16	22.07	0.11	7.308		63.28	12.772
31/03/2010	1152.05	21.9	0.15	8.393		63.27	12.365
30/04/2010	1197.32	21.94666667	0.16	9.325		62.16	12.3109
31/05/2010	1125.06	21.99333333	0.16	9.174		61.09	12.9346
30/06/2010	1083.36	22.04	0.12	8.983		59.98	12.9409
31/07/2010	1079.8	22.14333333	0.16	9.188		61.16	12.6453
31/08/2010	1087.28	22.24666667	0.16	8.682		59.67	13.2046
30/09/2010	1122.08	22.35	0.15	10.134		59.97	12.5936
31/10/2010	1171.58	22.47666667	0.13	10.749		63.57	12.345
30/11/2010	1198.89	22.60333333	0.14	11.112		61.07	12.4877
31/12/2010	1241.53	22.73	0.14	11.52	29.12	64.33	12.3401
31/01/2011	1282.62	22.96333333	0.15	12.119	29.73	63.13	12.1219
28/02/2011	1321.12	23.19666667	0.13	12.615	29.25	63.05	12.1016
31/03/2011	1304.49	23.43	0.1	12.447	30.91	61.6	11.9048
30/04/2011	1331.51	23.73333333	0.06	12.505	31.35	64.9	11.4959
31/05/2011	1338.31	24.03666667	0.04	12.423	32.25	67	11.5693
30/06/2011	1287.29	24.34	0.04	11.988	32.28	63.57	11.7135
31/07/2011	1325.19	24.62	0.04	13.946	28.32	61.49	11.7354
31/08/2011	1185.31	24.9	0.02	13.744	25.5	63.68	12.3327
30/09/2011	1173.88	25.18	0.01	13.619	23.16	63.18	13.8973
31/10/2011	1207.22	25.59666667	0.02	14.456	27.7	63.99	13.3517
30/11/2011	1226.42	26.01333333	0.01	13.65	28.38	64.57	13.6251
31/12/2011	1243.32	26.43	0.01	14.464	30.61	66.71	13.9357
31/01/2012	1300.58	26.73666667	0.03	16.303	29.98	63.04	13.0456
29/02/2012	1352.49	27.04333333	0.09	19.373	29.99	67.62	12.8624
31/03/2012	1389.24	27.35	0.08	21.412	32.94	67.21	12.8107
30/04/2012	1386.43	27.67333333	0.08	20.856	33.03	63.64	13.0127
31/05/2012	1341.27	27.99666667	0.09	20.633	31.4	62.29	14.3755
30/06/2012	1323.48	28.32	0.09	20.857	33.6	61.25	13.3608
31/07/2012	1359.78	28.74333333	0.1	21.813	32.53	64.54	13.3291
31/08/2012	1403.45	29.16666667	0.1	23.759	32.69	67.19	13.191
30/09/2012	1443.42	29.59	0.11	23.825	34.46	69.36	12.8585
31/10/2012	1437.82	30.14333333	0.1	21.261	34.35	69.24	13.0949
30/11/2012	1394.51	30.69666667	0.09	20.903	33.82	69.83	12.9667
31/12/2012	1422.29	31.25	0.07	19.006	32.78	67.89	12.8533
31/01/2013	1480.4	31.53666667	0.07	16.268	35.69	75.16	12.7087
28/02/2013	1512.31	31.82333333	0.1	15.764	36.45	76.18	12.7793
31/03/2013	1550.83	32.11	0.09	15.809	38.62	77.06	12.3312
30/04/2013	1570.7	32.49666667	0.06	15.814	37.98	76.77	12.134
31/05/2013	1639.84	32.88333333	0.04	16.062	37.16	76.76	12.8089
30/06/2013	1618.77	33.27	0.05	14.162	38.48	76.99	12.9308
31/07/2013	1668.68	33.64666667	0.04	16.162	43.19	80.3	12.732
31/08/2013	1670.09	34.02333333	0.04	17.401	44.28	77.89	13.38
30/09/2013	1687.17	34.4	0.02	17.027	46.63	75.59	13.0914
31/10/2013	1720.03	34.59666667	0.05	18.668	51.07	80.75	13.0217
30/11/2013	1783.54	34.79333333	0.07	19.86	51.1	84.22	13.1093
31/12/2013	1807.78	34.99	0.07	20.036	52.35	81.41	13.0367
31/01/2014	1822.36	35.40333333	0.04	17.879	48.53	76.62	13.3573
28/02/2014	1817.04	35.81666667	0.05	18.794	51.97	78.66	13.2492
31/03/2014	1863.52	36.23	0.05	19.169	53.99	80.6	13.058
30/04/2014	1864.26	36.61333333	0.03	21.075	50.76	82.55	13.0793
31/05/2014	1889.77	36.99666667	0.03	22.607	50.86	80.79	12.858
30/06/2014	1947.09	37.38	0.04	23.233	54.99	78.59	12.9683
31/07/2014	1973.1	37.75	0.03	23.9	46.72	77.32	13.2166
31/08/2014	1961.53	38.12	0.03	25.625	48.9	83.11	13.0847
30/09/2014	1993.23	38.49	0.02	25.188	49.38	83.74	13.4286
31/10/2014	1937.27	38.80666667	0.02	27	50.93	87.27	13.4813
30/11/2014	2044.57	39.12333333	0.02	29.733	51.53	90.43	13.9293
31/12/2014	2054.27	39.44	0.03	27.595	52.12	91.09	14.7515
31/01/2015	2028.18	39.89666667	0.03	29.29	50.92	84.29	14.977
28/02/2015	2082.2	40.35333333	0.02	32.115	57	85.13	14.9499
31/03/2015	2079.99	40.81	0.03	31.108	57.09	81.94	15.2635
30/04/2015	2094.86	41.12	0.02	31.288	58.29	79.51	15.3505
31/05/2015	2111.94	41.43	0.02	32.57	60.55	78.39	15.378
30/06/2015	2099.29	41.74	0.02	31.356	63.03	78.24	15.7389
31/07/2015	2094.14	41.99666667	0.03	30.325	63.79	76.7	16.1088
31/08/2015	2039.87	42.25333333	0.07	28.19	60.31	70.67	16.7503
30/09/2015	1944.41	42.51	0.02	27.575	62.77	71.94	16.9177
31/10/2015	2024.81	42.80333333	0.02	29.875	65.31	76.38	16.5021
30/11/2015	2080.62	43.09666667	0.12	29.575	68.86	74.84	16.5768
31/12/2015	2054.08	43.39	0.23	26.315	66.06	79.41	17.2075
31/01/2016	1918.6	43.55333333	0.26	24.335	68	81.69	18.1065
29/02/2016	1904.42	43.71666667	0.31	24.173	61.54	80.29	18.136
31/03/2016	2021.95	43.88	0.29	27.248	66.64	82.31	17.279
30/04/2016	2075.54	44.07333333	0.23	23.435	70.32	80.12	17.177
31/05/2016	2065.55	44.26666667	0.27	24.965	72.41	81.04	18.4672
30/06/2016	2083.89	44.46	0.27	23.9	69.99	84.67	18.2804
31/07/2016	2148.9	44.65	0.3	26.053	71.67	85.59	18.7527
31/08/2016	2170.95	44.84	0.3	26.525	76.96	87.31	18.7836
30/09/2016	2157.69	45.03	0.29	28.263	77.11	89.75	19.3852
31/10/2016	2143.02	45.25	0.33	28.385	74.43	86.8	18.8642
30/11/2016	2164.99	45.48	0.45	27.63	81.9	82.46	20.5743
31/12/2016	2246.63	45.7	0.51	28.955	92.14	84.08	20.7272
31/01/2017	2275.12	45.93	0.51	30.338	94.33	87.6	20.8322
28/02/2017	2329.91	46.15	0.52	34.248	93.83	91.07	20.109
31/03/2017	2366.82	46.38	0.74	35.915	93.81	89.85	18.7249
30/04/2017	2359.31	46.66	0.8	35.913	92.46	87.33	18.8206
31/05/2017	2395.35	46.94	0.89	38.19	92.1	88.09	18.6199
30/06/2017	2433.99	47.22	0.98	36.005	100.1	87.15	18.1203
31/07/2017	2454.1	47.54	1.07	37.183	100.33	90.82	17.8005
31/08/2017	2456.22	47.85	1.01	41	97.05	92.27	17.8863
30/09/2017	2492.84	48.17	1.03	38.53	104.46	90.98	18.2545
31/10/2017	2557	48.42	1.07	42.26	97.4	86.34	19.1466
30/11/2017	2593.61	48.68	1.23	42.963	95.54	89.99	18.6284
31/12/2017	2664.34	48.93	1.32	42.308	86.64	91.88	19.659
31/01/2018	2789.8	49.29	1.41	41.858	89.55	86.34	18.5999
28/02/2018	2705.16	49.64	1.57	44.53	92.8	78.52	18.8381
31/03/2018	2702.77	50	1.7	41.945	92.61	79.28	18.1812
30/04/2018	2653.63	50.33	1.76	41.315	92.87	72.34	18.7141
31/05/2018	2701.49	50.66	1.86	46.718	99.6	73.17	19.9117
30/06/2018	2754.35	50.99	1.9	46.278	96.79	78.06	19.9078
31/07/2018	2793.64	51.44	1.96	47.573	98.86	80.88	18.6469
31/08/2018	2857.82	51.89	2.03	56.908	101.59	82.95	19.085
30/09/2018	2901.5	52.34	2.13	56.435	96	83.23	18.7183
31/10/2018	2785.46	52.81	2.25	54.715	90.99	88.68	20.3389
30/11/2018	2723.23	53.28	2.33	44.645	99.15	94.51	20.3668
31/12/2018	2567.31	53.75	2.37	39.435	86.9	91.92	19.6504
31/01/2019	2607.39	54.15	2.37	41.61	96.63	96.47	19.1056
28/02/2019	2754.86	54.54	2.39	43.288	104.98	98.55	19.2813
31/03/2019	2803.98	54.94	2.4	47.488	100.46	104.05	19.4279
30/04/2019	2903.8	55.32	2.38	50.168	105.62	106.48	18.946
31/05/2019	2854.71	55.7	2.35	43.768	97.02	102.91	19.6165
30/06/2019	2890.17	56.08	2.17	49.48	97.65	109.65	19.2229
31/07/2019	2996.11	56.46	2.1	53.26	99.36	118.04	19.148
31/08/2019	2897.5	56.84	1.95	52.185	89.72	120.23	20.063
30/09/2019	2982.16	57.22	1.89	55.993	96.7	124.38	19.7344
				62.19	106.36	124.51	19.2332
				66.813	109.9	122.06	19.5302
				73.413	117.45	124.9	18.9265
				77.378	110.88	124.62	18.8447
				68.34	100.57	113.23	19.6437
				63.573	82.28	110	23.6723
				73.45	104.29	117.87	24.1744
				79.485	108.17	115.92	22.1761
				91.2	105.99	119.57	22.9924
				106.26	112.48	131.12	22.2765
				129.04	112.91	138.33	21.8867
				115.81	109.06	138.99	22.1146
				108.86	126.14	137.1	21.1774
				119.05	129.56	138.87	20.1805
				132.69	146.93	139.14	19.9143
				131.96	144.99	128.21	20.574
				121.26	164.75	123.53	20.8554
				122.15	166.75	135.43	20.4325
				131.46	183.24	133.42	20.2462
				124.61	191.44	134.85	19.9534
				136.96	187.17	134.93	19.9365
				145.86	195.02	142.23	19.8675
				151.83	198.94	142.39	20.073
				141.5	192.88	139.8	20.64
				149.8	216.33	142.99	20.5633
				165.3	209.66	144.58	21.4513
				177.57	206.51	163.58	20.5294
				174.78	173.59	160.45	20.6355
				165.12	173.26	155.89	20.4692
				174.61	162.1	152.8	19.8699
				157.65	149.22	160.55	20.428
				148.84	155.03	147.88	19.6571
				136.72	144.2	143.79	20.1183
				162.51	162.71	138.91	20.3672
				157.22	151.83	137.94	20.1382
				138.2	130.55	126.25	20.1382
				153.34	120.1	134.67	19.811
				148.03	127.61	149.16	19.2688
				129.93	121.89	151.56	19.4999
				144.29	140.88	142.38	18.8385
				147.41	123.01	137.56	18.3057
				164.9	13.99	148.69	18.0462
				169.68	3.51	156.38	18.0003
				177.25	0.2664	142.5	17.6874
				193.97	0.55	151.74	17.1248
				196.45	0.32	156.3	16.7432
				187.87	0.13	154.34	17.0378
				171.21	0.072	145.86	17.4227
				170.77	0.0175	150.03	18.0483
				189.95	0.014	153.52	17.3845
				192.53	0.041	146.54	16.972
				184.4	0.07	157.14	17.2133
